minecraft:air	0
minecraft:stone	1
minecraft:granite	2
minecraft:polished_granite	3
minecraft:diorite	4
minecraft:polished_diorite	5
minecraft:andesite	6
minecraft:polished_andesite	7
minecraft:deepslate	8
minecraft:cobbled_deepslate	9
minecraft:polished_deepslate	10
minecraft:calcite	11
minecraft:tuff	12
minecraft:tuff_slab	13
minecraft:tuff_stairs	14
minecraft:tuff_wall	15
minecraft:chiseled_tuff	16
minecraft:polished_tuff	17
minecraft:polished_tuff_slab	18
minecraft:polished_tuff_stairs	19
minecraft:polished_tuff_wall	20
minecraft:tuff_bricks	21
minecraft:tuff_brick_slab	22
minecraft:tuff_brick_stairs	23
minecraft:tuff_brick_wall	24
minecraft:chiseled_tuff_bricks	25
minecraft:dripstone_block	26
minecraft:grass_block	27
minecraft:dirt	28
minecraft:coarse_dirt	29
minecraft:podzol	30
minecraft:rooted_dirt	31
minecraft:mud	32
minecraft:crimson_nylium	33
minecraft:warped_nylium	34
minecraft:cobblestone	35
minecraft:oak_planks	36
minecraft:spruce_planks	37
minecraft:birch_planks	38
minecraft:jungle_planks	39
minecraft:acacia_planks	40
minecraft:cherry_planks	41
minecraft:dark_oak_planks	42
minecraft:mangrove_planks	43
minecraft:bamboo_planks	44
minecraft:crimson_planks	45
minecraft:warped_planks	46
minecraft:bamboo_mosaic	47
minecraft:oak_sapling	48
minecraft:spruce_sapling	49
minecraft:birch_sapling	50
minecraft:jungle_sapling	51
minecraft:acacia_sapling	52
minecraft:cherry_sapling	53
minecraft:dark_oak_sapling	54
minecraft:mangrove_propagule	55
minecraft:bedrock	56
minecraft:sand	57
minecraft:suspicious_sand	58
minecraft:suspicious_gravel	59
minecraft:red_sand	60
minecraft:gravel	61
minecraft:coal_ore	62
minecraft:deepslate_coal_ore	63
minecraft:iron_ore	64
minecraft:deepslate_iron_ore	65
minecraft:copper_ore	66
minecraft:deepslate_copper_ore	67
minecraft:gold_ore	68
minecraft:deepslate_gold_ore	69
minecraft:redstone_ore	70
minecraft:deepslate_redstone_ore	71
minecraft:emerald_ore	72
minecraft:deepslate_emerald_ore	73
minecraft:lapis_ore	74
minecraft:deepslate_lapis_ore	75
minecraft:diamond_ore	76
minecraft:deepslate_diamond_ore	77
minecraft:nether_gold_ore	78
minecraft:nether_quartz_ore	79
minecraft:ancient_debris	80
minecraft:coal_block	81
minecraft:raw_iron_block	82
minecraft:raw_copper_block	83
minecraft:raw_gold_block	84
minecraft:heavy_core	85
minecraft:amethyst_block	86
minecraft:budding_amethyst	87
minecraft:iron_block	88
minecraft:copper_block	89
minecraft:gold_block	90
minecraft:diamond_block	91
minecraft:netherite_block	92
minecraft:exposed_copper	93
minecraft:weathered_copper	94
minecraft:oxidized_copper	95
minecraft:chiseled_copper	96
minecraft:exposed_chiseled_copper	97
minecraft:weathered_chiseled_copper	98
minecraft:oxidized_chiseled_copper	99
minecraft:cut_copper	100
minecraft:exposed_cut_copper	101
minecraft:weathered_cut_copper	102
minecraft:oxidized_cut_copper	103
minecraft:cut_copper_stairs	104
minecraft:exposed_cut_copper_stairs	105
minecraft:weathered_cut_copper_stairs	106
minecraft:oxidized_cut_copper_stairs	107
minecraft:cut_copper_slab	108
minecraft:exposed_cut_copper_slab	109
minecraft:weathered_cut_copper_slab	110
minecraft:oxidized_cut_copper_slab	111
minecraft:waxed_copper_block	112
minecraft:waxed_exposed_copper	113
minecraft:waxed_weathered_copper	114
minecraft:waxed_oxidized_copper	115
minecraft:waxed_chiseled_copper	116
minecraft:waxed_exposed_chiseled_copper	117
minecraft:waxed_weathered_chiseled_copper	118
minecraft:waxed_oxidized_chiseled_copper	119
minecraft:waxed_cut_copper	120
minecraft:waxed_exposed_cut_copper	121
minecraft:waxed_weathered_cut_copper	122
minecraft:waxed_oxidized_cut_copper	123
minecraft:waxed_cut_copper_stairs	124
minecraft:waxed_exposed_cut_copper_stairs	125
minecraft:waxed_weathered_cut_copper_stairs	126
minecraft:waxed_oxidized_cut_copper_stairs	127
minecraft:waxed_cut_copper_slab	128
minecraft:waxed_exposed_cut_copper_slab	129
minecraft:waxed_weathered_cut_copper_slab	130
minecraft:waxed_oxidized_cut_copper_slab	131
minecraft:oak_log	132
minecraft:spruce_log	133
minecraft:birch_log	134
minecraft:jungle_log	135
minecraft:acacia_log	136
minecraft:cherry_log	137
minecraft:dark_oak_log	138
minecraft:mangrove_log	139
minecraft:mangrove_roots	140
minecraft:muddy_mangrove_roots	141
minecraft:crimson_stem	142
minecraft:warped_stem	143
minecraft:bamboo_block	144
minecraft:stripped_oak_log	145
minecraft:stripped_spruce_log	146
minecraft:stripped_birch_log	147
minecraft:stripped_jungle_log	148
minecraft:stripped_acacia_log	149
minecraft:stripped_cherry_log	150
minecraft:stripped_dark_oak_log	151
minecraft:stripped_mangrove_log	152
minecraft:stripped_crimson_stem	153
minecraft:stripped_warped_stem	154
minecraft:stripped_oak_wood	155
minecraft:stripped_spruce_wood	156
minecraft:stripped_birch_wood	157
minecraft:stripped_jungle_wood	158
minecraft:stripped_acacia_wood	159
minecraft:stripped_cherry_wood	160
minecraft:stripped_dark_oak_wood	161
minecraft:stripped_mangrove_wood	162
minecraft:stripped_crimson_hyphae	163
minecraft:stripped_warped_hyphae	164
minecraft:stripped_bamboo_block	165
minecraft:oak_wood	166
minecraft:spruce_wood	167
minecraft:birch_wood	168
minecraft:jungle_wood	169
minecraft:acacia_wood	170
minecraft:cherry_wood	171
minecraft:dark_oak_wood	172
minecraft:mangrove_wood	173
minecraft:crimson_hyphae	174
minecraft:warped_hyphae	175
minecraft:oak_leaves	176
minecraft:spruce_leaves	177
minecraft:birch_leaves	178
minecraft:jungle_leaves	179
minecraft:acacia_leaves	180
minecraft:cherry_leaves	181
minecraft:dark_oak_leaves	182
minecraft:mangrove_leaves	183
minecraft:azalea_leaves	184
minecraft:flowering_azalea_leaves	185
minecraft:sponge	186
minecraft:wet_sponge	187
minecraft:glass	188
minecraft:tinted_glass	189
minecraft:lapis_block	190
minecraft:sandstone	191
minecraft:chiseled_sandstone	192
minecraft:cut_sandstone	193
minecraft:cobweb	194
minecraft:short_grass	195
minecraft:fern	196
minecraft:azalea	197
minecraft:flowering_azalea	198
minecraft:dead_bush	199
minecraft:seagrass	200
minecraft:sea_pickle	201
minecraft:white_wool	202
minecraft:orange_wool	203
minecraft:magenta_wool	204
minecraft:light_blue_wool	205
minecraft:yellow_wool	206
minecraft:lime_wool	207
minecraft:pink_wool	208
minecraft:gray_wool	209
minecraft:light_gray_wool	210
minecraft:cyan_wool	211
minecraft:purple_wool	212
minecraft:blue_wool	213
minecraft:brown_wool	214
minecraft:green_wool	215
minecraft:red_wool	216
minecraft:black_wool	217
minecraft:dandelion	218
minecraft:poppy	219
minecraft:blue_orchid	220
minecraft:allium	221
minecraft:azure_bluet	222
minecraft:red_tulip	223
minecraft:orange_tulip	224
minecraft:white_tulip	225
minecraft:pink_tulip	226
minecraft:oxeye_daisy	227
minecraft:cornflower	228
minecraft:lily_of_the_valley	229
minecraft:wither_rose	230
minecraft:torchflower	231
minecraft:pitcher_plant	232
minecraft:spore_blossom	233
minecraft:brown_mushroom	234
minecraft:red_mushroom	235
minecraft:crimson_fungus	236
minecraft:warped_fungus	237
minecraft:crimson_roots	238
minecraft:warped_roots	239
minecraft:nether_sprouts	240
minecraft:weeping_vines	241
minecraft:twisting_vines	242
minecraft:sugar_cane	243
minecraft:kelp	244
minecraft:moss_carpet	245
minecraft:pink_petals	246
minecraft:moss_block	247
minecraft:hanging_roots	248
minecraft:big_dripleaf	249
minecraft:small_dripleaf	250
minecraft:bamboo	251
minecraft:oak_slab	252
minecraft:spruce_slab	253
minecraft:birch_slab	254
minecraft:jungle_slab	255
minecraft:acacia_slab	256
minecraft:cherry_slab	257
minecraft:dark_oak_slab	258
minecraft:mangrove_slab	259
minecraft:bamboo_slab	260
minecraft:bamboo_mosaic_slab	261
minecraft:crimson_slab	262
minecraft:warped_slab	263
minecraft:stone_slab	264
minecraft:smooth_stone_slab	265
minecraft:sandstone_slab	266
minecraft:cut_sandstone_slab	267
minecraft:petrified_oak_slab	268
minecraft:cobblestone_slab	269
minecraft:brick_slab	270
minecraft:stone_brick_slab	271
minecraft:mud_brick_slab	272
minecraft:nether_brick_slab	273
minecraft:quartz_slab	274
minecraft:red_sandstone_slab	275
minecraft:cut_red_sandstone_slab	276
minecraft:purpur_slab	277
minecraft:prismarine_slab	278
minecraft:prismarine_brick_slab	279
minecraft:dark_prismarine_slab	280
minecraft:smooth_quartz	281
minecraft:smooth_red_sandstone	282
minecraft:smooth_sandstone	283
minecraft:smooth_stone	284
minecraft:bricks	285
minecraft:bookshelf	286
minecraft:chiseled_bookshelf	287
minecraft:decorated_pot	288
minecraft:mossy_cobblestone	289
minecraft:obsidian	290
minecraft:torch	291
minecraft:end_rod	292
minecraft:chorus_plant	293
minecraft:chorus_flower	294
minecraft:purpur_block	295
minecraft:purpur_pillar	296
minecraft:purpur_stairs	297
minecraft:spawner	298
minecraft:chest	299
minecraft:crafting_table	300
minecraft:farmland	301
minecraft:furnace	302
minecraft:ladder	303
minecraft:cobblestone_stairs	304
minecraft:snow	305
minecraft:ice	306
minecraft:snow_block	307
minecraft:cactus	308
minecraft:clay	309
minecraft:jukebox	310
minecraft:oak_fence	311
minecraft:spruce_fence	312
minecraft:birch_fence	313
minecraft:jungle_fence	314
minecraft:acacia_fence	315
minecraft:cherry_fence	316
minecraft:dark_oak_fence	317
minecraft:mangrove_fence	318
minecraft:bamboo_fence	319
minecraft:crimson_fence	320
minecraft:warped_fence	321
minecraft:pumpkin	322
minecraft:carved_pumpkin	323
minecraft:jack_o_lantern	324
minecraft:netherrack	325
minecraft:soul_sand	326
minecraft:soul_soil	327
minecraft:basalt	328
minecraft:polished_basalt	329
minecraft:smooth_basalt	330
minecraft:soul_torch	331
minecraft:glowstone	332
minecraft:infested_stone	333
minecraft:infested_cobblestone	334
minecraft:infested_stone_bricks	335
minecraft:infested_mossy_stone_bricks	336
minecraft:infested_cracked_stone_bricks	337
minecraft:infested_chiseled_stone_bricks	338
minecraft:infested_deepslate	339
minecraft:stone_bricks	340
minecraft:mossy_stone_bricks	341
minecraft:cracked_stone_bricks	342
minecraft:chiseled_stone_bricks	343
minecraft:packed_mud	344
minecraft:mud_bricks	345
minecraft:deepslate_bricks	346
minecraft:cracked_deepslate_bricks	347
minecraft:deepslate_tiles	348
minecraft:cracked_deepslate_tiles	349
minecraft:chiseled_deepslate	350
minecraft:reinforced_deepslate	351
minecraft:brown_mushroom_block	352
minecraft:red_mushroom_block	353
minecraft:mushroom_stem	354
minecraft:iron_bars	355
minecraft:chain	356
minecraft:glass_pane	357
minecraft:melon	358
minecraft:vine	359
minecraft:glow_lichen	360
minecraft:brick_stairs	361
minecraft:stone_brick_stairs	362
minecraft:mud_brick_stairs	363
minecraft:mycelium	364
minecraft:lily_pad	365
minecraft:nether_bricks	366
minecraft:cracked_nether_bricks	367
minecraft:chiseled_nether_bricks	368
minecraft:nether_brick_fence	369
minecraft:nether_brick_stairs	370
minecraft:sculk	371
minecraft:sculk_vein	372
minecraft:sculk_catalyst	373
minecraft:sculk_shrieker	374
minecraft:enchanting_table	375
minecraft:end_portal_frame	376
minecraft:end_stone	377
minecraft:end_stone_bricks	378
minecraft:dragon_egg	379
minecraft:sandstone_stairs	380
minecraft:ender_chest	381
minecraft:emerald_block	382
minecraft:oak_stairs	383
minecraft:spruce_stairs	384
minecraft:birch_stairs	385
